Date,filingDate,Name,totalRevenue,costofGoodsAndServicesSold,researchAndDevelopment,totalEquity,totalAssets,totalLiabilities,inventory,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits,initialPrice,finalPrice,delta,class,Liab/Rev,Asset/share
8/31/2021,9/13/2021,ORCL,8988000000,2103000000,1684000000,-1000000000,1.23E+11,1.24E+11,,2743000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,86.38407135,85.25678253,-1.127288818,0,13.79617267,44.84141451
11/30/2021,12/10/2021,ORCL,9635000000,2159000000,1754000000,-10000000000,1.07E+11,1.17E+11,,2671000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,100.0836716,98.38684082,-1.69683075,0,12.14322782,40.05990266
2/28/2022,3/11/2022,ORCL,9817000000,2218000000,1816000000,-8000000000,1.09E+11,1.17E+11,,2668000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,76.17114258,75.43704224,-0.734100342,0,11.91810125,40.85457271
5/31/2022,6/21/2022,ORCL,42440000000,2397000000,1965000000,-7000000000,1.09E+11,1.16E+11,314000000,2665000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,66.50514984,66.45600891,-0.04914093,0,2.7332705,40.90056285
8/31/2022,9/13/2022,ORCL,10587000000,3037000000,2093000000,-6000000000,1.30E+11,1.36E+11,,2696000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,75.05420685,69.32939911,-5.724807739,0,12.84594314,48.21958457
11/30/2022,12/13/2022,ORCL,11364000000,3358000000,2158000000,-5000000000,1.28E+11,1.33E+11,,2695000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,79.92435455,79.43822479,-0.486129761,0,11.70362548,47.49536178
2/28/2023,3/10/2023,ORCL,11435000000,3439000000,2146000000,-2000000000,1.32E+11,1.34E+11,,2700000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,83.71942139,84.57582855,0.856407166,1,11.7184084,48.88888889
3/31/2018,4/26/2018,MSFT,26819000000,9269000000,3715000000,79000000000,2.45E+11,1.66E+11,2084000000,7690000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,88.96019745,88.2618103,-0.698387146,0,6.189641672,31.85955787
6/30/2018,8/3/2018,MSFT,30085000000,9742000000,3933000000,83000000000,2.59E+11,1.76E+11,2662000000,7677000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,102.4073715,102.4926758,0.08530426,1,5.850091408,33.7371369
9/30/2018,10/24/2018,MSFT,28615000000,9905000000,3977000000,86000000000,2.58E+11,1.72E+11,3614000000,7680000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,97.35881042,101.7738266,4.415016174,1,6.010833479,33.59375
12/31/2018,1/30/2019,MSFT,31796000000,12423000000,4070000000,92000000000,2.59E+11,1.67E+11,1961000000,7683000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,101.6592407,98.21899414,-3.440246582,0,5.252232985,33.71079006
3/31/2019,4/24/2019,MSFT,29993000000,10170000000,4316000000,95000000000,2.63E+11,1.68E+11,1951000000,7666000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,119.9726944,124.6560669,4.683372498,1,5.601306972,34.30733107
6/30/2019,8/1/2019,MSFT,33717000000,10412000000,4513000000,1.03E+11,2.87E+11,1.84E+11,2063000000,7643000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,132.9872894,127.3522644,-5.635025024,0,5.457187769,37.55069999
9/30/2019,10/23/2019,MSFT,32428000000,10406000000,4565000000,1.06E+11,2.79E+11,1.73E+11,2622000000,7634000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,132.6376343,136.0105743,3.372940063,1,5.334895769,36.54702646
12/31/2019,1/29/2020,MSFT,36322000000,12358000000,4603000000,1.1E+11,2.83E+11,1.73E+11,1823000000,7611000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,162.9573669,165.081131,2.123764038,1,4.762953582,37.18302457
3/31/2020,4/29/2020,MSFT,34315000000,10975000000,4887000000,1.14E+11,2.85E+11,1.71E+11,1644000000,7590000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,172.5333252,169.7522888,-2.781036377,0,4.98324348,37.54940711
6/30/2020,7/30/2020,MSFT,38033000000,12339000000,5214000000,1.18E+11,3.01E+11,1.83E+11,1895000000,7571000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,198.8250122,211.1504211,12.32540894,1,4.811610969,39.75696738
9/30/2020,10/27/2020,MSFT,36724000000,11002000000,4926000000,1.23E+11,3.01E+11,1.78E+11,2705000000,7564000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,208.4449768,200.1071777,-8.337799072,0,4.846966561,39.79375992
12/31/2020,1/26/2021,MSFT,42558000000,14194000000,4899000000,1.3E+11,3.04E+11,1.74E+11,1924000000,7546000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,227.689621,234.1577454,6.46812439,1,4.088537995,40.28624437
3/31/2021,4/27/2021,MSFT,41059000000,13045000000,5204000000,1.35E+11,3.09E+11,1.74E+11,2245000000,7534000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,257.3288879,248.0364838,-9.292404175,0,4.237804136,41.01406955
6/30/2021,7/29/2021,MSFT,45595000000,13991000000,5687000000,1.42E+11,3.34E+11,1.92E+11,2636000000,7519000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,282.0741577,280.420166,-1.653991699,0,4.210988047,44.42080064
9/30/2021,10/26/2021,MSFT,44743000000,13646000000,5599000000,1.52E+11,3.35E+11,1.83E+11,3411000000,7510000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,305.9039001,319.9507751,14.046875,1,4.090025255,44.60719041
12/31/2021,1/25/2022,MSFT,51228000000,16960000000,5758000000,1.6E+11,3.40E+11,1.80E+11,3019000000,7500000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,285.0978088,296.3143311,11.21652222,1,3.513703443,45.33333333
3/31/2022,4/26/2022,MSFT,48732000000,15615000000,6306000000,1.63E+11,3.45E+11,1.82E+11,3296000000,7483000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,267.5947876,286.8162537,19.22146606,1,3.734712304,46.10450354
6/30/2022,7/28/2022,MSFT,51406000000,16429000000,6849000000,1.67E+11,3.65E+11,1.98E+11,3742000000,7464000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,274.3621826,275.9503479,1.588165283,1,3.851690464,48.90139335
9/30/2022,10/25/2022,MSFT,49636000000,15452000000,6628000000,1.74E+11,3.60E+11,1.86E+11,4268000000,7457000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,249.3310852,225.5478516,-23.78323364,0,3.7472802,48.27678691
12/31/2022,1/24/2023,MSFT,52032000000,17488000000,6844000000,1.84E+11,3.65E+11,1.81E+11,2980000000,7447000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,241.4352722,247.3803864,5.945114136,1,3.478628536,49.01302538
5/4/2018,6/12/2018,DELL,21356000000,15478000000,1087000000,18000000000,1.23E+11,1.05E+11,2933000000,768000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,23.55890656,23.8849411,0.326034546,1,4.916651058,160.15625
8/3/2018,9/11/2018,DELL,22942000000,16819000000,1175000000,17000000000,1.23E+11,1.06E+11,3642000000,768000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,26.27316666,26.44976807,0.17660141,1,4.620346962,160.15625
11/2/2018,12/10/2018,DELL,22482000000,16539000000,1140000000,16000000000,1.21E+11,1.05E+11,3793000000,769000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,28.28644562,28.53097343,0.244527817,1,4.670402989,157.3472042
2/1/2019,3/29/2019,DELL,23841000000,16732000000,1202000000,0,1.12E+11,1.12E+11,3649000000,719000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,28.79836273,29.65215492,0.853792191,1,4.697789522,155.7719054
5/3/2019,6/10/2019,DELL,21908000000,81000000,1176000000,0,1.10E+11,1.10E+11,3360000000,719000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,26.59518242,26.02107811,-0.574104309,0,5.020996896,152.9902643
8/2/2019,9/10/2019,DELL,23370000000,179000000,1229000000,5000000000,1.16E+11,1.11E+11,3135000000,724000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,27.22326088,26.57064629,-0.652614594,0,4.749679076,160.2209945
11/1/2019,12/9/2019,DELL,22844000000,215000000,1262000000,5000000000,1.17E+11,1.12E+11,3257000000,729000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,23.38118935,23.41062927,0.029439926,1,4.902819121,160.4938272
1/31/2020,3/27/2020,DELL,24032000000,107000000,-1213000000,4000000000,1.19E+11,1.15E+11,3281000000,743000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,19.01408195,19.52930069,0.515218735,1,4.785286285,160.1615074
5/1/2020,6/8/2020,DELL,20078000000,159000000,1265000000,3000000000,1.20E+11,1.17E+11,3616000000,740000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,25.34883881,24.23498344,-1.113855362,0,5.827273633,162.1621622
7/31/2020,9/4/2020,DELL,20853000000,174000000,1259000000,5000000000,1.21E+11,1.16E+11,3602000000,745000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,31.72285271,31.47750664,-0.245346069,0,5.562748765,162.4161074
10/30/2020,12/7/2020,DELL,21589000000,102000000,1360000000,7000000000,1.19E+11,1.12E+11,3393000000,749000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,34.53447723,35.09877014,0.564292908,1,5.187827134,158.8785047
1/29/2021,3/26/2021,DELL,24150000000,143000000,-1429000000,8000000000,1.23E+11,1.15E+11,3403000000,753000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,43.66614914,43.28340912,-0.382740021,0,4.761904762,163.3466135
4/30/2021,6/7/2021,DELL,22590000000,163000000,619000000,9000000000,1.22E+11,1.13E+11,3828000000,764000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,50.46214676,51.01171112,0.549564362,1,5.002213369,159.6858639
7/30/2021,9/3/2021,DELL,24191000000,142000000,697000000,10000000000,1.23E+11,1.13E+11,4223000000,765000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,47.66524124,47.11076355,-0.554477692,0,4.671158695,160.7843137
10/29/2021,12/3/2021,DELL,26424000000,162000000,650000000,15000000000,1.36E+11,1.21E+11,5442000000,767000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,56.61585999,56.87725449,0.261394501,1,4.579170451,177.3142112
1/28/2022,3/24/2022,DELL,27992000000,116000000,611000000,-1580000000,92735000000,94315000000,5898000000,757000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,51.80428314,52.56910324,0.764820099,1,3.36935553,122.5033025
4/29/2022,6/6/2022,DELL,26116000000,204000000,681000000,-2355000000,88406000000,90761000000,6277000000,747000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,48.78425217,49.06697464,0.282722473,1,3.475302497,118.3480589
7/29/2022,9/1/2022,DELL,26425000000,164000000,626000000,-2755000000,88775000000,91530000000,5883000000,734000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,36.98971558,36.63602829,-0.353687286,0,3.463765374,120.9468665
10/28/2022,12/5/2022,DELL,24721000000,164000000,677000000,-3368000000,85172000000,88540000000,6172000000,718000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,42.72367477,41.58292007,-1.1407547,0,3.581570325,118.6239554
2/3/2023,3/30/2023,DELL,25039000000,195000000,795000000,-3025000000,89611000000,92636000000,4776000000,716000000,26629.7225,1.7543125,6.53331693,3610.215,55.3,-0.09135,155669,3.5,0.85,3358.188149,39.86000061,40.97000122,1.11000061,1,3.699668517,125.1550279
3/31/2018,4/27/2018,AMZN,50712000000,30735000000,6759000000,31101000000,1.26E+11,94899000000,13840000000,485000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,78.6309967,78.3065033,-0.324493408,0,1.871332229,259.7938144
6/30/2018,7/27/2018,AMZN,52543000000,30632000000,7247000000,34895000000,1.34E+11,99105000000,14824000000,487000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,90.8635025,88.96099854,-1.902503967,0,1.886169423,275.1540041
9/30/2018,10/26/2018,AMZN,56218000000,33003000000,7162000000,39000000000,1.44E+11,1.05E+11,15862000000,489000000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,82.14050293,76.94400024,-5.196502686,0,1.867729197,294.4785276
12/31/2018,2/1/2019,AMZN,72383000000,44786000000,7669000000,44000000000,1.63E+11,1.19E+11,17174000000,491000000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,81.31150055,81.66549683,0.353996277,1,1.644032439,331.9755601
3/31/2019,4/26/2019,AMZN,59339000000,33920000000,7927000000,48000000000,1.78E+11,1.30E+11,16432000000,492000000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,97.53150177,96.92150116,-0.61000061,0,2.190802002,361.7886179
6/30/2019,7/26/2019,AMZN,63021000000,36337000000,9065000000,53000000000,1.91E+11,1.38E+11,18580000000,494000000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,97.15249634,95.62249756,-1.529998779,0,2.189746275,386.6396761
9/30/2019,10/25/2019,AMZN,69585000000,41302000000,9200000000,56000000000,1.99E+11,1.43E+11,18766000000,495000000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,88.0664978,88.85399628,0.787498474,1,2.055040598,402.020202
12/31/2019,1/31/2020,AMZN,87437000000,53977000000,9740000000,62000000000,2.25E+11,1.63E+11,20497000000,498000000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,100.435997,100.2099991,-0.225997925,0,1.864199366,451.8072289
3/31/2020,5/1/2020,AMZN,75050000000,44257000000,9325000000,65000000000,2.21E+11,1.56E+11,18857000000,499000000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,114.302002,115.7994995,1.497497559,1,2.078614257,442.8857715
6/30/2020,7/31/2020,AMZN,88509000000,52660000000,10388000000,73000000000,2.58E+11,1.85E+11,19599000000,501000000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,158.2339935,155.5944977,-2.63949585,0,2.090182919,514.9700599
9/30/2020,10/30/2020,AMZN,95717000000,57106000000,10976000000,83000000000,2.82E+11,1.99E+11,23735000000,502000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,151.8074951,150.223999,-1.583496094,0,2.07904552,561.752988
12/31/2020,2/3/2021,AMZN,1.26E+11,79284000000,12049000000,93000000000,3.21E+11,2.28E+11,23795000000,503000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,165.6264954,167.6074982,1.981002808,1,1.80952381,638.1709742
3/31/2021,4/30/2021,AMZN,1.08E+11,62403000000,12488000000,1.03E+11,3.23E+11,2.20E+11,23849000000,504000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,173.3710022,169.3244934,-4.046508789,0,2.037037037,640.8730159
6/30/2021,7/30/2021,AMZN,1.13E+11,64176000000,13871000000,1.14E+11,3.60E+11,2.46E+11,24119000000,506000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,166.3795013,166.5740051,0.194503784,1,2.17699115,711.4624506
9/30/2021,10/29/2021,AMZN,1.10E+11,62930000000,14380000000,1.2E+11,3.82E+11,2.62E+11,30933000000,507000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,168.6215057,165.9055023,-2.716003418,0,2.381818182,753.4516765
12/31/2021,2/4/2022,AMZN,1.37E+11,82835000000,15313000000,1.39E+11,4.21E+11,2.82E+11,32640000000,509000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,157.6394958,157.9355011,0.296005249,1,2.058394161,827.1119843
3/31/2022,4/29/2022,AMZN,1.16E+11,66499000000,14842000000,1.34E+11,4.11E+11,2.77E+11,34987000000,509000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,124.2815018,124.5,0.21849823,1,2.387931034,807.4656189
6/30/2022,7/29/2022,AMZN,1.21E+11,66424000000,18072000000,1.32E+11,4.20E+11,2.88E+11,38153000000,10183000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,134.9499969,135.3899994,0.440002441,1,2.380165289,41.24521261
9/30/2022,10/28/2022,AMZN,1.26E+11,70268000000,19485000000,1.37E+11,4.28E+11,2.91E+11,36647000000,10198000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,103.4100037,102.4400024,-0.970001221,0,2.30952381,41.96901353
12/31/2022,2/3/2023,AMZN,1.48E+11,85640000000,20814000000,1.46E+11,4.63E+11,3.17E+11,34405000000,10242000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,103.3899994,102.1800003,-1.209999084,0,2.141891892,45.20601445
6/30/2018,7/24/2018,GOOG,32657000000,13883000000,5114000000,1.6239E+11,2.12E+11,49610000000,698000000,695946000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,62.40399933,63.41650009,1.012500763,1,1.519123006,304.6213356
9/30/2018,10/26/2018,GOOG,33740000000,14281000000,5232000000,1.70302E+11,2.22E+11,51698000000,1212000000,695957000,20687.278,1.18087408,2.471481667,2849.6,98.1,-0.6204,134561,3.8,0.11,2274.868,53.57350159,51.00400162,-2.569499969,0,1.532246592,318.9852247
12/31/2018,2/5/2019,GOOG,39276000000,17918000000,6034000000,1.77836E+11,2.33E+11,55164000000,1107000000,695556000,20819.269,1.28791727,2.452050667,2698.93,98.1,-0.1487,139445,3.8,0.23,2295.174,57.29949951,54.9355011,-2.363998413,0,1.404521845,334.9838115
3/31/2019,4/30/2019,GOOG,36339000000,16012000000,6029000000,1.83123E+11,2.45E+11,61877000000,1053000000,694782000,21013.085,0.87527495,2.387288333,2721,94.5,-0.3621,123508,3.9,0.73,2254.933,59.42399979,58.13050079,-1.293498993,0,1.702771127,352.6285943
6/30/2019,7/26/2019,GOOG,39045000000,17296000000,6213000000,1.92091E+11,2.57E+11,64909000000,964000000,694050000,21272.448,0.46067806,2.408969333,2882.33,98.5,-0.513,126995,3.6,0.47,2311.3,62.52050018,61.97050095,-0.549999237,0,1.662415162,370.2903249
9/30/2019,10/29/2019,GOOG,40503000000,17568000000,6554000000,1.94925E+11,2.63E+11,68075000000,1401000000,690906000,21531.839,0.36520973,2.565620333,2957.85,93.8,-0.2285,120227,3.6,0.35,2269.075,63.13100052,63.00550079,-0.125499725,0,1.680739698,380.6595977
12/31/2019,2/4/2020,GOOG,45569000000,21020000000,7222000000,2.01533E+11,2.76E+11,74467000000,999000000,688335000,21706.532,0.43873377,2.749306333,3082.76,97.2,-0.1624,155655,3.6,0.71,2383.929,72.35350037,73.81150055,1.458000183,1,1.634159187,400.9675521
3/31/2020,4/29/2020,GOOG,41159000000,18982000000,6820000000,2.03256E+11,2.73E+11,69744000000,889000000,683972000,21538.032,0.23108155,2.752460667,3055.87,96.6,0.9415,170156,3.8,33.45,2202.657,67.0739975,66.03050232,-1.043495178,0,1.69450181,399.139146
6/30/2020,7/31/2020,GOOG,38297000000,18553000000,6875000000,2.0683E+11,2.78E+11,71170000000,815000000,681215000,19636.731,-0.09771677,2.122902,2931.69,74.1,1.0473,239587,13,33.35,2078.07,74.14800262,73.72250366,-0.425498962,0,1.858370107,408.0943608
9/30/2020,10/30/2020,GOOG,46130000000,21117000000,6856000000,2.12677E+11,2.99E+11,86323000000,835000000,677724000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,81.05049896,81.30149841,0.250999451,1,1.871298504,441.1825463
12/31/2020,2/3/2021,GOOG,56118000000,26080000000,7022000000,2.22928E+11,3.20E+11,97072000000,728000000,675222000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,103.5035019,104.9000015,1.396499634,1,1.72978367,473.9182076
3/31/2021,4/28/2021,GOOG,55314000000,24103000000,7485000000,2.29918E+11,3.27E+11,97082000000,888000000,671094000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,118.9954987,120.5059967,1.510498047,1,1.755107206,487.2640792
6/30/2021,7/28/2021,GOOG,61880000000,26227000000,7675000000,2.37178E+11,3.35E+11,97822000000,907000000,667637000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,136.3815002,135.220993,-1.160507202,0,1.580833872,501.7696742
9/30/2021,10/27/2021,GOOG,64928000000,27621000000,7694000000,2.44E+11,3.47E+11,1.03E+11,1278000000,664682000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,146.4275055,148.2704926,1.842987061,1,1.586372597,522.0541552
12/31/2021,2/2/2022,GOOG,75140000000,32988000000,8708000000,2.51E+11,3.59E+11,1.08E+11,1170000000,662121000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,148.036499,143.0160065,-5.020492554,0,1.437317008,542.19697
3/31/2022,4/27/2022,GOOG,68059000000,29599000000,9119000000,2.54E+11,3.57E+11,1.03E+11,1369000000,658763000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,115.0205002,114.9664993,-0.054000854,0,1.513392792,541.9247893
6/30/2022,7/27/2022,GOOG,69743000000,30104000000,9841000000,2.55234E+11,3.55E+11,99766000000,1980000000,13078000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,113.5999985,116.6399994,3.040000916,1,1.430480478,27.14482337
9/30/2022,10/26/2022,GOOG,69420000000,31158000000,10273000000,2.53E+11,3.58E+11,1.05E+11,3156000000,12971000000,25723.941,1.04068297,6.003276333,3980.35,56.1,-0.2758,191141,3.6,0.07,3347.843,94.81999969,96.58000183,1.760002136,1,1.512532411,27.60003084
12/31/2022,2/3/2023,GOOG,74291000000,35342000000,10267000000,2.56E+11,3.65E+11,1.09E+11,2670000000,12849000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,105.2200012,103.4700012,-1.75,0,1.467203295,28.40687991
3/31/2018,5/2/2018,AAPL,61137000000,37715000000,3378000000,1.27E+11,3.68E+11,2.41E+11,7662000000,4943000000,20155.486,0.99726438,2.222466,2733.48,98.9,-0.3239,156478,4,0.13,2202.037,42.08198929,43.81225586,1.730266571,1,3.941966403,74.44871536
6/30/2018,8/1/2018,AAPL,53265000000,32844000000,3701000000,1.15E+11,3.49E+11,2.34E+11,5936000000,4843000000,20470.197,1.15872476,2.530544333,2703.13,98.3,-0.1825,136813,3.9,0.1,2258.834,48.20874023,49.76146317,1.552722931,1,4.393128696,72.06277101
12/31/2022,2/3/2023,AAPL,1.16E+11,66822000000,7709000000,57000000000,3.47E+11,2.90E+11,6820000000,15842000000,26137.992,1.76805674,6.484403333,3851.97,58.8,-0.1566,188009,3.6,0.88,3185.64,154.2644653,151.4986877,-2.765777588,0,2.5,21.90380003
9/30/2020,10/27/2020,VZ,31543000000,12334000000,,53000000000,2.97E+11,2.44E+11,1457000000,4140000000,21362.428,-0.36527181,2.238408667,3319.83,75.7,-0.0865,221081,8.8,0.02,2702.715,50.40355301,49.8589325,-0.544620514,0,7.735472213,71.73913043
12/31/2020,2/25/2021,VZ,34692000000,14822000000,,34000000000,3.16E+11,2.82E+11,1796000000,4143000000,21704.706,-0.24600518,1.785781667,3554.5,79.8,-0.1765,245243,6.8,0.21,2615.907,50.16186142,49.14974594,-1.012115479,0,8.128675199,76.27323196
3/31/2021,4/27/2021,VZ,32867000000,13522000000,,60000000000,3.46E+11,2.86E+11,1303000000,4141000000,22313.85,-0.15111138,1.583668333,3865.71,80.2,-0.5785,261600,6.2,0,2937.989,50.54000092,51.43737793,0.897377014,1,8.701737305,83.55469693
6/30/2021,7/28/2021,VZ,33764000000,14255000000,,35000000000,3.49E+11,3.14E+11,1421000000,4141000000,23046.934,0.04977656,2.491358,4183.63,85.6,-0.9187,268350,5.9,0.15,3209.367,50.56330109,50.61774445,0.054443359,1,9.29984599,84.27915962
9/30/2021,10/26/2021,VZ,32915000000,13528000000,,40000000000,3.53E+11,3.13E+11,2303000000,4142000000,23550.42,-0.14023619,2.432303667,4421.67,74.8,-0.7987,270392,5.1,0.18,3214.189,48.73965836,48.48255539,-0.257102966,0,9.509342245,85.22452921
12/31/2021,2/11/2022,VZ,34067000000,14996000000,,42000000000,3.67E+11,3.25E+11,3055000000,4169000000,24349.121,0.1145294,3.244694,4602.11,69.9,-0.6983,260115,4.2,0.11,3190.746,49.54991531,49.5034523,-0.046463013,0,9.54002407,88.03070281
3/31/2022,4/27/2022,VZ,33554000000,14350000000,,70000000000,3.66E+11,2.96E+11,3659000000,4201000000,24740.48,0.36939264,4.284717333,4463.86,63.1,-0.4063,255821,3.8,0.13,3328.491,45.58190155,43.55018616,-2.031715393,0,8.821601001,87.12211378
6/30/2022,7/28/2022,VZ,33789000000,14420000000,,71000000000,3.70E+11,2.99E+11,3646000000,4201000000,25248.476,1.05946385,5.043240667,4105.67,57.9,-0.1295,199421,3.6,0.19,3521.785,43.38376236,44.05999374,0.676231384,1,8.849033709,88.07426803
