End,Name,totalRevenue,totalAssets,totalLiabilities,commonStockSharesOutstanding,GDP,Interest,Inflation,SP,Cons_Sent,Fin_Stress,Cash_On_Hand,Unemployment_Rate,Recession_probability,Corporate_Profits
3/31/2020,MSFT,-0.055255768,0.009388459,-0.010058778,-0.002759164,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,MSFT,0.108349118,0.055568595,0.070541919,-0.002503294,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,MSFT,-0.03441748,-0.001028837,-0.029496139,-0.000924581,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,MSFT,0.158860691,0.01041857,-0.02087732,-0.002379693,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,MSFT,-0.03522252,0.015591658,0.002719938,-0.001590246,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,MSFT,0.11047517,0.080614092,0.09988301,-0.001990974,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,MSFT,-0.018686259,0.004910435,-0.043542189,-0.001196968,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,MSFT,0.144938873,0.014820314,-0.016686655,-0.001331558,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,MSFT,-0.048723354,0.012391705,0.007229223,-0.002266667,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,MSFT,0.054871542,0.058713259,0.091450493,-0.002539089,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,MSFT,-0.034431778,-0.01385813,-0.060918416,-0.000937835,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,MSFT,0.048271416,0.013252396,-0.025786981,-0.001341022,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
8/3/2018,DELL,0.074264844,0.001330985,0.006841062,0,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
11/2/2018,DELL,-0.020050562,-0.017344648,-0.013127391,0.001302083,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
2/1/2019,DELL,0.060448359,-0.077704737,0.065364158,-0.065019506,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
5/3/2019,DELL,-0.081078814,-0.017241996,-0.016017425,0,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
8/2/2019,DELL,0.066733613,0.051213919,0.014775139,0.006954103,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
11/1/2019,DELL,-0.022507488,0.011201524,0.005403901,0.006906077,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
1/31/2020,DELL,0.052004903,0.017523585,0.027445693,0.01920439,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
5/1/2020,DELL,-0.164530626,0.011568134,0.012843574,-0.004037685,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
7/31/2020,DELL,0.038599462,0.008649656,-0.003835099,0.006756757,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
10/30/2020,DELL,0.035294682,-0.019195884,-0.031229545,0.005369128,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
1/29/2021,DELL,0.118625226,0.037554225,0.025853025,0.005340454,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
4/30/2021,DELL,-0.064596273,-0.013474861,-0.024109542,0.014608234,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
7/30/2021,DELL,0.070872067,0.007605625,0.001127806,0.001308901,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
10/29/2021,DELL,0.092307056,0.105960319,0.077597907,0.002614379,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
1/28/2022,DELL,0.059339994,-0.316501692,-0.223636229,-0.01303781,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
4/29/2022,DELL,-0.067019148,-0.046681404,-0.037682235,-0.01321004,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
7/29/2022,DELL,0.011831827,0.004173925,0.008472802,-0.017402945,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
10/28/2022,DELL,-0.06448439,-0.04058575,-0.032666885,-0.021798365,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
2/3/2023,DELL,0.012863557,0.052118067,0.046261577,-0.002785515,,-0.007773642,0.007543269,0.038445263,0.098639456,0.224082421,,-0.027777778,,
6/30/2018,AMZN,0.036105853,0.061236764,0.044320804,0.004123711,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,AMZN,0.069942714,0.071551081,0.055143535,0.004106776,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,AMZN,0.287541357,0.131897422,0.138940423,0.00408998,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,AMZN,-0.18020806,0.095015002,0.088942812,0.00203666,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,AMZN,0.062050254,0.074389956,0.066295531,0.004065041,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,AMZN,0.104155758,0.040491035,0.031101309,0.002024291,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,AMZN,0.256549544,0.131336672,0.144448107,0.006060606,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,AMZN,-0.141667715,-0.0178026,-0.044255705,0.002008032,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,AMZN,0.179333777,0.167584231,0.183501532,0.004008016,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,AMZN,0.081438046,0.092387559,0.080276944,0.001996008,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,AMZN,0.311731458,0.138266845,0.142359231,0.001992032,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,AMZN,-0.139118315,0.005859369,-0.035269172,0.001988072,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,AMZN,0.043177781,0.11527283,0.117215834,0.003968254,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,AMZN,-0.022553324,0.061298461,0.066496685,0.001976285,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,AMZN,0.24217871,0.099744774,0.078146363,0.003944773,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,AMZN,-0.15278701,-0.023260072,-0.01961715,0,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,AMZN,0.039203007,0.021815287,0.041768136,19.00589391,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,AMZN,0.048517833,0.020570465,0.008833751,0.001473043,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,AMZN,0.174037237,0.08010281,0.088557549,0.004314571,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
6/30/2018,GOOG,0.048513453,0.022591635,0.075905444,0.001440402,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,GOOG,0.033162875,0.046916497,0.042088289,1.58E-05,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,GOOG,0.164078245,0.050799411,0.067043213,-0.000576185,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,GOOG,-0.074778491,0.053940857,0.121691683,-0.001112779,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,GOOG,0.07446545,0.047899115,0.049000436,-0.001053568,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,GOOG,0.037341529,0.023115429,0.048775979,-0.004529933,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,GOOG,0.125077155,0.048908167,0.093896438,-0.003721201,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,GOOG,-0.096776317,-0.009082705,-0.063424067,-0.006338483,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,GOOG,-0.069535217,0.018613548,0.020446203,-0.004030867,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,GOOG,0.204532992,0.074512015,0.212912744,-0.005124667,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,GOOG,0.216518535,0.068081793,0.124520696,-0.003691768,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,GOOG,-0.014326954,0.023399955,0.000103016,-0.006113545,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,GOOG,0.118704126,0.025350433,0.007622422,-0.00515129,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,GOOG,0.049256626,0.035827268,0.051256364,-0.004426058,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,GOOG,0.157281912,0.034153418,0.046647089,-0.00385297,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,GOOG,-0.094237423,-0.006045626,-0.042189663,-0.005071581,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,GOOG,0.024743237,-0.005351502,-0.032262445,18.85235965,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,GOOG,-0.004631289,0.008643383,0.048744061,-0.008181679,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,GOOG,0.070167099,0.019564277,0.04292309,-0.009405597,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
6/30/2018,AAPL,-0.128759998,-0.049809253,-0.026497772,-0.020230629,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,AAPL,0.180888013,0.047331449,0.103864281,-0.018170555,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,AAPL,0.326232114,0.021857953,-0.010638956,-0.005257624,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,AAPL,-0.316650683,-0.084879281,-0.076962166,-0.026004228,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,AAPL,-0.071256907,-0.057775192,-0.043851477,-0.016496636,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,AAPL,0.20960278,0.050512197,0.098523804,-0.019421761,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,AAPL,0.421517801,0.006209455,0.012333285,-0.013054243,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,AAPL,-0.367752708,-0.059356816,-0.03629021,-0.01391106,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,AAPL,0.024880117,-0.009538077,0.012757516,-0.009250694,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,AAPL,0.096799349,0.020621156,0.055035052,2.962885154,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,AAPL,0.712587715,0.093137134,0.11325126,-0.009071096,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,AAPL,-0.197534318,-0.047721534,-0.068964319,-0.008143613,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,AAPL,-0.091605371,-0.021704957,-0.009030525,-0.007731032,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,AAPL,0.023759116,0.06415838,0.084169303,-0.007851664,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,AAPL,0.490554857,0.086008057,0.074144183,-0.005235283,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,AAPL,-0.216339016,-0.08008846,-0.084058993,-0.008139037,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,AAPL,-0.148539659,-0.040931153,-0.017866788,-0.006971866,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,AAPL,0.086077335,0.048901457,0.085840504,-0.009443927,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,AAPL,0.300406408,-0.017031651,-0.039932734,-0.006335069,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
6/30/2018,VZ,0.013565403,-0.004585734,0.011653248,0.007553606,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,VZ,0.012545415,0.008579469,-0.001307757,0.000241838,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,VZ,0.05133867,-0.002760184,0.175486903,0.000241779,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,VZ,-0.062804469,0.072189979,0.050789133,0.000241721,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,VZ,-0.001774153,-0.002954777,-0.006117574,0,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,VZ,0.025661813,0.006241434,-0.068697466,0,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,VZ,0.057183681,0.024052655,0.031614662,0,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,VZ,-0.091013659,0.009505462,-0.078154408,0.000241663,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,VZ,-0.036792154,-0.004213922,-0.013169726,0,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,VZ,0.035996978,0.012736182,0.019481144,0.000241604,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,VZ,0.099831975,0.06561412,0.155585074,0.000724638,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,VZ,-0.052605788,0.09192337,0.015063789,-0.000482742,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,VZ,0.027291812,0.010466674,0.096258834,0,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,VZ,-0.025145125,0.012219708,-0.003408203,0.000241488,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,VZ,0.03499924,0.037172839,0.040241725,0.00651859,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,VZ,-0.015058561,-0.002400463,-0.089754432,0.007675702,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,VZ,0.007003636,0.012115959,0.008885736,0,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,VZ,0.013377135,0.013354154,0.013422189,0.000238039,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,VZ,0.029496802,0.012237063,0.085431138,0.000713946,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
6/30/2018,T,0.024922446,0.197937461,0.171398784,0.030839149,0.015614161,0.161903286,0.138620043,-0.011103063,-0.006066734,-0.446735395,-0.125672619,-0.025,-0.222222222,0.025792936
9/30/2018,T,0.173216026,0.000334773,0.017851387,0.146905999,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
12/31/2018,T,0.049279608,-0.005620057,0.168642925,0.002608457,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
3/31/2019,T,-0.065967954,0.031060572,-0.165371684,0.0013693,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
6/30/2019,T,0.002900038,-0.002680603,-0.009720287,0.001367428,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
9/30/2019,T,-0.008207843,0.003441126,-0.111471861,0.000546224,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
12/31/2019,T,0.050080739,0.005235096,0.202460218,-0.001910741,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
3/31/2020,T,-0.086328784,-0.011447081,-0.024237371,-0.017229591,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
6/30/2020,T,-0.042754623,0.00466486,0.012062075,-0.005843885,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
9/30/2020,T,0.033943834,-0.017056094,-0.02969954,0.000279916,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
12/31/2020,T,-0.598937175,-0.023752537,0.048911411,0.000139919,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
3/31/2021,T,1.112773099,0.040368152,0.006482032,0.001818691,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
6/30/2021,T,-0.003818602,-0.004159163,0.060631035,0.000977517,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
9/30/2021,T,-0.123503078,0.004400507,0.002267872,0.000418527,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
12/31/2021,T,-0.007374066,0.008252499,0.041315218,0,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
3/31/2022,T,-0.044476604,0.046359645,0.019627007,0.001812857,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
6/30/2022,T,-0.002322294,-0.261197689,-0.246148613,-0.002087973,0.020532989,1.868123875,0.177029959,-0.080242212,-0.082408875,-0.689970356,-0.220466654,-0.052631579,2,0.058072562
9/30/2022,T,0.013493911,7.04E-05,-0.014340073,-0.002231831,0.018831434,-0.017726778,0.190360867,-0.030523642,-0.031088083,1.084462151,-0.041520201,0,-0.592592593,-0.049390295
12/31/2022,T,0.043271311,-0.055362364,0.08155916,0.000559206,0.01609594,0.698938861,0.08014407,-0.032253445,0.048128342,-0.406345566,,0,9,-0.048450002
7/31/2018,HPQ,0.041633936,0.067535139,0.061001473,-0.018001241,0.010604734,0.019115256,-0.023339906,0.054185333,-0.002034588,2.483342744,-0.016460424,-0.025641026,0.142857143,0.007098353
10/31/2018,HPQ,0.053475936,0.010743271,-0.021098803,-0.013906448,0.006380298,0.090647421,-0.007862085,-0.052874088,0,-0.7646296,0.036295806,0,2.25,0.008926232
1/31/2019,HPQ,-0.042691657,-0.061579343,-0.026488188,-0.013461538,0.009309453,-0.320395051,-0.026411499,0.008177315,-0.036697248,1.466942149,-0.114288788,0.026315789,1.884615385,-0.017532876
4/30/2019,HPQ,-0.045819171,-0.016743613,-0.026043639,-0.021442495,0.012342928,-0.473676175,0.009081852,0.059290702,0.042328042,0.425181463,0.028232989,-0.076923077,-0.493333333,0.024997195
7/31/2019,HPQ,0.040396124,0.014367996,0.003080788,-0.015936255,0.012193754,-0.207234375,0.065028225,0.026201025,-0.047715736,-0.558080313,-0.053293437,0,0.210526316,-0.01826894
10/31/2019,HPQ,0.05505718,0.03277272,0.033516221,-0.016194332,0.008113241,0.201320047,0.071595161,0.042229998,0.036247335,-0.29787234,0.294675905,0,0.956521739,0.050617102
1/31/2020,HPQ,-0.051210489,-0.054113007,-0.039526832,-0.017146776,-0.00776264,-0.473298921,0.00114732,-0.008722703,-0.00617284,-6.964646465,0.093161158,0.055555556,36.16666667,-0.076039177
4/30/2020,HPQ,-0.147010535,0.066875158,0.036827876,-0.00209351,-0.08827645,-1.422867035,-0.228725763,-0.040636545,-0.232919255,0.116215072,0.408043207,2.421052632,-0.002092676,-0.056562143
7/31/2020,HPQ,0.14636298,0.013946052,0.04965813,-0.03986014,0.087881073,2.738066762,0.054409797,0.132394626,0.021592443,-1.080504457,-0.077241253,-0.323076923,-0.999400839,0.300589008
10/31/2020,HPQ,0.067440884,0.01276136,0.018741375,-0.050254916,0.01602243,-0.32651474,-0.202209278,0.070687354,0.054161162,1.191990577,0.10929026,-0.227272727,6,-0.032118814
1/31/2021,HPQ,0.025429283,0.001614717,0.028800564,-0.039110429,0.028065066,-0.385739032,-0.113179196,0.087553805,0.005012531,2.10424503,0.066697113,-0.088235294,-1,0.123124408
4/30/2021,HPQ,0.014764157,-0.005412097,-0.001659117,-0.041500399,0.032853318,-1.32940312,0.573156417,0.082241037,0.067331671,0.567768738,0.025802752,-0.048387097,inf,0.092368624
7/31/2021,HPQ,-0.037034704,0.028191843,0.041045662,-0.039966694,0.021846116,-3.817313812,-0.023703672,0.056897957,-0.126168224,-0.124654963,0.007609465,-0.13559322,0.105263158,0.001502477
10/31/2021,HPQ,0.090653411,0.086901444,0.020144432,-0.052905464,0.033914512,-1.81668933,0.334000373,0.040808111,-0.065508021,-0.119828456,-0.038007781,-0.176470588,-0.571428571,-0.007293597
1/31/2022,HPQ,0.021169415,0.007821808,0.024341778,-0.029304029,0.016072818,2.225308436,0.320530482,-0.030040568,-0.097281831,-0.419891086,-0.016508083,-0.095238095,0,0.043170155
